arm,step,cell_id,certificate_rank,update_norm,violation_norm,violation_ratio,eligible_for_ratio
current_adamw_grad_projection,1,0,58,0.007677182555198669,0.0018056289991363883,0.23519422469360154,True
current_adamw_grad_projection,1,1,60,0.00767769617959857,0.0018282033270224929,0.23811873822805554,True
current_adamw_grad_projection,1,2,60,0.007677547167986631,0.0018269969150424004,0.23796622473679283,True
current_adamw_grad_projection,1,3,49,0.007677255664020777,0.0016565975965932012,0.215779917834574,True
current_adamw_grad_projection,1,4,60,0.007677129469811916,0.0018437427934259176,0.24016044023169605,True
current_adamw_grad_projection,1,5,53,0.007678366266191006,0.001761443680152297,0.22940344584482683,True
current_adamw_grad_projection,1,6,60,0.00767781725153327,0.0018207912798970938,0.23714959864358973,True
current_adamw_grad_projection,1,7,53,0.007675470784306526,0.001718401676043868,0.22388225088856778,True
current_adamw_grad_projection,2,0,58,0.011837825179100037,0.0022081404458731413,0.18653261154634496,True
current_adamw_grad_projection,2,1,60,0.01176973432302475,0.002189499791711569,0.18602797067749383,True
current_adamw_grad_projection,2,2,60,0.01184367761015892,0.0022090876009315252,0.1865204097458849,True
current_adamw_grad_projection,2,3,49,0.011225925758481026,0.0018739481456577778,0.166930388264425,True
current_adamw_grad_projection,2,4,60,0.01250816136598587,0.00241100718267262,0.19275472325103266,True
current_adamw_grad_projection,2,5,53,0.012249021790921688,0.002314719371497631,0.18897177348677785,True
current_adamw_grad_projection,2,6,60,0.011895333416759968,0.0022427572403103113,0.18854093126652763,True
current_adamw_grad_projection,2,7,53,0.011422373354434967,0.0019929036498069763,0.1744736919196147,True
current_adamw_grad_projection,3,0,58,0.01546746026724577,0.002466983860358596,0.1594950830695353,True
current_adamw_grad_projection,3,1,60,0.015380690805613995,0.002469571540132165,0.16056310936763654,True
current_adamw_grad_projection,3,2,60,0.015244395472109318,0.0024185418151319027,0.15865121181080233,True
current_adamw_grad_projection,3,3,49,0.014336339198052883,0.0020369268022477627,0.14208137614254623,True
current_adamw_grad_projection,3,4,60,0.016903646290302277,0.0029373604338616133,0.1737708174462349,True
current_adamw_grad_projection,3,5,53,0.01696791499853134,0.002941601211205125,0.1733625617105209,True
current_adamw_grad_projection,3,6,60,0.015422536060214043,0.0024760758969932795,0.16054920456437344,True
current_adamw_grad_projection,3,7,53,0.014778855256736279,0.002184887882322073,0.14783877669945722,True
current_adamw_grad_projection,4,0,58,0.018898244947195053,0.002723413985222578,0.14410936003254038,True
current_adamw_grad_projection,4,1,60,0.019062818959355354,0.0027619481552392244,0.14488665925974561,True
current_adamw_grad_projection,4,2,60,0.01922452822327614,0.002786592347547412,0.14494984298384964,True
current_adamw_grad_projection,4,3,49,0.017553377896547318,0.0022273072972893715,0.12688767428635983,True
current_adamw_grad_projection,4,4,60,0.021451886743307114,0.003521288512274623,0.16414819611189213,True
current_adamw_grad_projection,4,5,53,0.020252179354429245,0.0032183935400098562,0.15891591139533648,True
current_adamw_grad_projection,4,6,60,0.019461743533611298,0.0028421657625585794,0.14603859913701947,True
current_adamw_grad_projection,4,7,53,0.018355710431933403,0.0024425412993878126,0.13306710782522807,True
current_adamw_grad_projection,5,0,58,0.02308609150350094,0.003160946536809206,0.13691995183303063,True
current_adamw_grad_projection,5,1,60,0.02316504903137684,0.0031598254572600126,0.13640486807706104,True
current_adamw_grad_projection,5,2,60,0.023312656208872795,0.0031944483052939177,0.13702635497799195,True
current_adamw_grad_projection,5,3,49,0.020811153575778008,0.002436635550111532,0.11708315644887829,True
current_adamw_grad_projection,5,4,60,0.02642841823399067,0.0042396350763738155,0.16041955438561314,True
current_adamw_grad_projection,5,5,53,0.02521926537156105,0.003951068036258221,0.15666864113167403,True
current_adamw_grad_projection,5,6,60,0.023357165977358818,0.003210148774087429,0.1374374261441537,True
current_adamw_grad_projection,5,7,53,0.021994324401021004,0.0027120630256831646,0.1233074031332356,True
current_adamw_grad_projection,6,0,58,0.026623791083693504,0.0034434543922543526,0.12933749297011485,True
current_adamw_grad_projection,6,1,60,0.026908548548817635,0.0034645451232790947,0.12875258272905155,True
current_adamw_grad_projection,6,2,60,0.026689438149333,0.0034581541549414396,0.12957013690070104,True
current_adamw_grad_projection,6,3,49,0.023904742673039436,0.0026134378276765347,0.10932716839134728,True
current_adamw_grad_projection,6,4,60,0.030569734051823616,0.004719699267297983,0.15439124393893908,True
