arm,step,cell_id,certificate_rank,update_norm,violation_norm,violation_ratio,eligible_for_ratio
adamw_no_decay_grad_projection,1,0,58,0.007677176501601934,0.0018056323751807213,0.23519484989940762,True
adamw_no_decay_grad_projection,1,1,60,0.0076776910573244095,0.0018282033270224929,0.23811889709215292,True
adamw_no_decay_grad_projection,1,2,60,0.007677533198148012,0.001827000523917377,0.237967127790489,True
adamw_no_decay_grad_projection,1,3,49,0.007677251938730478,0.0016565883997827768,0.2157788246090741,True
adamw_no_decay_grad_projection,1,4,60,0.007677106186747551,0.0018437508260831237,0.2401622149014558,True
adamw_no_decay_grad_projection,1,5,53,0.007678366731852293,0.0017614408861845732,0.22940306805718932,True
adamw_no_decay_grad_projection,1,6,60,0.007677813526242971,0.0018207980319857597,0.23715059313762607,True
adamw_no_decay_grad_projection,1,7,53,0.0076754591427743435,0.0017184097087010741,0.223883636993221,True
adamw_no_decay_grad_projection,2,0,58,0.011837752535939217,0.0022081586066633463,0.18653529035793565,True
adamw_no_decay_grad_projection,2,1,60,0.011769739910960197,0.002189545426517725,0.18603175965619667,True
adamw_no_decay_grad_projection,2,2,60,0.011843601241707802,0.0022090866696089506,0.18652153380873934,True
adamw_no_decay_grad_projection,2,3,49,0.011225931346416473,0.0018739430233836174,0.16692984888197138,True
adamw_no_decay_grad_projection,2,4,60,0.012508034706115723,0.002410941757261753,0.19275144446874512,True
adamw_no_decay_grad_projection,2,5,53,0.012248972430825233,0.0023147272877395153,0.18897318127073254,True
adamw_no_decay_grad_projection,2,6,60,0.011895322240889072,0.002242774236947298,0.1885425372546383,True
adamw_no_decay_grad_projection,2,7,53,0.011422347277402878,0.0019929339177906513,0.17447674013193826,True
adamw_no_decay_grad_projection,3,0,58,0.015467360615730286,0.002466958248987794,0.15949445481470226,True
adamw_no_decay_grad_projection,3,1,60,0.01538073644042015,0.0024696006439626217,0.16056452520127806,True
adamw_no_decay_grad_projection,3,2,60,0.015244286507368088,0.002418541582301259,0.15865233056159384,True
adamw_no_decay_grad_projection,3,3,49,0.01433635875582695,0.0020369132980704308,0.1420802403609254,True
adamw_no_decay_grad_projection,3,4,60,0.01690349355340004,0.00293737999163568,0.17377354463338557,True
adamw_no_decay_grad_projection,3,5,53,0.01696792244911194,0.0029416123870760202,0.17336314423434995,True
adamw_no_decay_grad_projection,3,6,60,0.015422522090375423,0.0024760786909610033,0.1605495311526041,True
adamw_no_decay_grad_projection,3,7,53,0.014778872951865196,0.002184902783483267,0.14783960796277618,True
adamw_no_decay_grad_projection,4,0,58,0.01889810711145401,0.0027233886066824198,0.1441090681980358,True
adamw_no_decay_grad_projection,4,1,60,0.01906275376677513,0.0027619018219411373,0.1448847241897458,True
adamw_no_decay_grad_projection,4,2,60,0.019224299117922783,0.0027865334413945675,0.14494850627099007,True
adamw_no_decay_grad_projection,4,3,49,0.017553318291902542,0.0022272358182817698,0.12688403304247745,True
adamw_no_decay_grad_projection,4,4,60,0.021451717242598534,0.003521340200677514,0.16415190265144516,True
adamw_no_decay_grad_projection,4,5,53,0.02025230973958969,0.003218451514840126,0.15891775091656354,True
adamw_no_decay_grad_projection,4,6,60,0.019461654126644135,0.002842155285179615,0.14603873167915882,True
adamw_no_decay_grad_projection,4,7,53,0.01835562288761139,0.002442531520500779,0.13306720972221706,True
adamw_no_decay_grad_projection,5,0,58,0.023086151108145714,0.003160992870107293,0.13692160530193564,True
adamw_no_decay_grad_projection,5,1,60,0.0231650248169899,0.003159823128953576,0.13640491015143077,True
adamw_no_decay_grad_projection,5,2,60,0.023312417790293694,0.0031943966168910265,0.13702553915638957,True
adamw_no_decay_grad_projection,5,3,49,0.020811308175325394,0.0024365358985960484,0.11707749834620258,True
adamw_no_decay_grad_projection,5,4,60,0.02642822451889515,0.004239681642502546,0.1604224922226961,True
adamw_no_decay_grad_projection,5,5,53,0.025219397619366646,0.0039510829374194145,0.15666841043929633,True
adamw_no_decay_grad_projection,5,6,60,0.023357028141617775,0.0032101008109748363,0.13743618372054842,True
adamw_no_decay_grad_projection,5,7,53,0.02199426107108593,0.002712051849812269,0.12330725005598286,True
adamw_no_decay_grad_projection,6,0,58,0.026624035090208054,0.0034435363486409187,0.12933938589113653,True
adamw_no_decay_grad_projection,6,1,60,0.026908494532108307,0.0034645223058760166,0.1287519932270182,True
adamw_no_decay_grad_projection,6,2,60,0.0266890712082386,0.0034580931533128023,0.12956963268604718,True
adamw_no_decay_grad_projection,6,3,49,0.023904914036393166,0.0026133423671126366,0.10932239133028157,True
adamw_no_decay_grad_projection,6,4,60,0.030569538474082947,0.004719753284007311,0.15439399871392742,True
adamw_no_decay_grad_projection,6,5,53,0.028932049870491028,0.004308103583753109,0.14890419458312268,True
adamw_no_decay_grad_projection,6,6,60,0.027173763141036034,0.003542025340721011,0.1303472515826021,True
adamw_no_decay_grad_projection,6,7,53,0.024838153272867203,0.0028626311104744673,0.11525136667412017,True
adamw_no_decay_grad_projection,7,0,58,0.03054436482489109,0.003832681570202112,0.12547917077500723,True
adamw_no_decay_grad_projection,7,1,60,0.030310938134789467,0.003745109774172306,0.12355637946257722,True
adamw_no_decay_grad_projection,7,2,60,0.03013204038143158,0.0037180250510573387,0.12339108151551281,True
adamw_no_decay_grad_projection,7,3,49,0.02707349695265293,0.002813375787809491,0.10391623190109885,True
adamw_no_decay_grad_projection,7,4,60,0.03464997187256813,0.005146510899066925,0.14852857364056948,True
adamw_no_decay_grad_projection,7,5,53,0.03236793354153633,0.004670446738600731,0.1442923976738602,True
adamw_no_decay_grad_projection,7,6,60,0.030848311260342598,0.0038663034792989492,0.12533274338890596,True
adamw_no_decay_grad_projection,7,7,53,0.028185848146677017,0.0030941751319915056,0.10977761306950479,True
adamw_no_decay_grad_projection,8,0,58,0.033630408346652985,0.00403522327542305,0.11998734103104229,True
adamw_no_decay_grad_projection,8,1,60,0.033488038927316666,0.003984434530138969,0.1189808259202013,True
adamw_no_decay_grad_projection,8,2,60,0.03366360813379288,0.003997479099780321,0.11874779090149709,True
adamw_no_decay_grad_projection,8,3,49,0.030041281133890152,0.0029601813293993473,0.09853712017499056,True
adamw_no_decay_grad_projection,8,4,60,0.03994201496243477,0.005881986580789089,0.14726314098509552,True
adamw_no_decay_grad_projection,8,5,53,0.03643196448683739,0.005128649994730949,0.1407733584183505,True
adamw_no_decay_grad_projection,8,6,60,0.03446723520755768,0.004152203444391489,0.12046813210479272,True
adamw_no_decay_grad_projection,8,7,53,0.031366147100925446,0.003301182994619012,0.1052466847104841,True
adamw_no_decay_grad_projection,9,0,58,0.037410471588373184,0.004414692055433989,0.11800685390686243,True
adamw_no_decay_grad_projection,9,1,60,0.03738754987716675,0.004365790635347366,0.11677124201970941,True
adamw_no_decay_grad_projection,9,2,60,0.03739814832806587,0.004317843355238438,0.11545607331266201,True
adamw_no_decay_grad_projection,9,3,49,0.032788969576358795,0.003092091763392091,0.09430280375529763,True
adamw_no_decay_grad_projection,9,4,60,0.04514802247285843,0.0066385394893586636,0.14703942998173408,True
adamw_no_decay_grad_projection,9,5,53,0.04107142984867096,0.005703131668269634,0.13885885368841924,True
adamw_no_decay_grad_projection,9,6,60,0.03752153739333153,0.004347616340965033,0.11586988814647659,True
adamw_no_decay_grad_projection,9,7,53,0.033992618322372437,0.0034330456983298063,0.10099385889227998,True
adamw_no_decay_grad_projection,10,0,58,0.04055604338645935,0.004624206572771072,0.11402016041340363,True
adamw_no_decay_grad_projection,10,1,60,0.04090888053178787,0.004633113741874695,0.11325447388278742,True
adamw_no_decay_grad_projection,10,2,60,0.0417865552008152,0.004775799345225096,0.11429033386838348,True
adamw_no_decay_grad_projection,10,3,49,0.0356895811855793,0.003255031304433942,0.09120396474862426,True
adamw_no_decay_grad_projection,10,4,60,0.04949292540550232,0.007126541808247566,0.14399112094738473,True
adamw_no_decay_grad_projection,10,5,53,0.04307694733142853,0.005716147366911173,0.13269620344262487,True
adamw_no_decay_grad_projection,10,6,60,0.04205845296382904,0.004911043215543032,0.11676709125867854,True
adamw_no_decay_grad_projection,10,7,53,0.03725278005003929,0.0036498785484582186,0.09797600456818506,True
adamw_no_decay_grad_projection,11,0,58,0.04281678795814514,0.004675138276070356,0.10918937404952639,True
adamw_no_decay_grad_projection,11,1,60,0.044129956513643265,0.004874855279922485,0.11046589810948271,True
adamw_no_decay_grad_projection,11,2,60,0.04488309472799301,0.004996344447135925,0.11131907185331519,True
adamw_no_decay_grad_projection,11,3,49,0.0386558398604393,0.0034338978584855795,0.088832576676494,True
adamw_no_decay_grad_projection,11,4,60,0.053251713514328,0.007499103434383869,0.14082370198707922,True
adamw_no_decay_grad_projection,11,5,53,0.0457024946808815,0.005851021967828274,0.12802412665993657,True
adamw_no_decay_grad_projection,11,6,60,0.04543476551771164,0.005171311087906361,0.11381837297645198,True
adamw_no_decay_grad_projection,11,7,53,0.039561644196510315,0.0037328724283725023,0.09435584652994324,True
adamw_no_decay_grad_projection,12,0,58,0.04561631381511688,0.004809507168829441,0.1054339284892015,True
adamw_no_decay_grad_projection,12,1,60,0.04760722443461418,0.005134027451276779,0.10784135206664344,True
adamw_no_decay_grad_projection,12,2,60,0.0480082742869854,0.0051945773884654045,0.1082017103406986,True
adamw_no_decay_grad_projection,12,3,49,0.041648980230093,0.0036119918804615736,0.086724617515726,True
adamw_no_decay_grad_projection,12,4,60,0.05793597921729088,0.008155973628163338,0.14077562402860758,True
adamw_no_decay_grad_projection,12,5,53,0.0486624501645565,0.006083082873374224,0.12500568410917906,True
adamw_no_decay_grad_projection,12,6,60,0.0486188642680645,0.005410979501903057,0.11129382767885813,True
adamw_no_decay_grad_projection,12,7,53,0.042574089020490646,0.0039077079854905605,0.09178606225768023,True
adamw_no_decay_grad_projection,13,0,58,0.048921920359134674,0.005059654358774424,0.10342305292858898,True
adamw_no_decay_grad_projection,13,1,60,0.05207199603319168,0.005606574006378651,0.10766965803840599,True
adamw_no_decay_grad_projection,13,2,60,0.051273178309202194,0.005458448547869921,0.10645816638957632,True
adamw_no_decay_grad_projection,13,3,49,0.04419272765517235,0.0037412645760923624,0.08465792392811998,True
adamw_no_decay_grad_projection,13,4,60,0.062149789184331894,0.008668942376971245,0.1394846626288673,True
adamw_no_decay_grad_projection,13,5,53,0.052497658878564835,0.006397804245352745,0.12186837245504571,True
adamw_no_decay_grad_projection,13,6,60,0.05173105746507645,0.005652442574501038,0.10926593909679358,True
adamw_no_decay_grad_projection,13,7,53,0.0454576313495636,0.004090250935405493,0.08997941190252494,True
adamw_no_decay_grad_projection,14,0,58,0.05201897397637367,0.005263757426291704,0.10118918202003069,True
adamw_no_decay_grad_projection,14,1,60,0.056155357509851456,0.005982307717204094,0.10653137977169985,True
adamw_no_decay_grad_projection,14,2,60,0.05399341508746147,0.0056008147075772285,0.10373144018397415,True
adamw_no_decay_grad_projection,14,3,49,0.0468212366104126,0.0038889122661203146,0.08305872607329638,True
adamw_no_decay_grad_projection,14,4,60,0.06694295257329941,0.009220562875270844,0.13773761868416273,True
adamw_no_decay_grad_projection,14,5,53,0.055149417370557785,0.006529844831675291,0.118402789057259,True
adamw_no_decay_grad_projection,14,6,60,0.054794106632471085,0.005852267146110535,0.10680468221258792,True
adamw_no_decay_grad_projection,14,7,53,0.04841918870806694,0.00426665972918272,0.08811919081956342,True
adamw_no_decay_grad_projection,15,0,58,0.05460389703512192,0.005388734862208366,0.0986877339293856,True
adamw_no_decay_grad_projection,15,1,60,0.058697305619716644,0.0061387778259813786,0.10458363907958931,True
adamw_no_decay_grad_projection,15,2,60,0.056847698986530304,0.005767467897385359,0.10145472904102008,True
adamw_no_decay_grad_projection,15,3,49,0.0494530014693737,0.004007758107036352,0.08104175657441783,True
adamw_no_decay_grad_projection,15,4,60,0.07123760879039764,0.009784998372197151,0.13735719851083417,True
adamw_no_decay_grad_projection,15,5,53,0.05760052427649498,0.006632716860622168,0.1151502862833078,True
adamw_no_decay_grad_projection,15,6,60,0.05799806863069534,0.006069469731301069,0.10464951462166737,True
adamw_no_decay_grad_projection,15,7,53,0.051539890468120575,0.004507113713771105,0.08744903554794088,True
adamw_no_decay_grad_projection,16,0,58,0.057091858237981796,0.005516992881894112,0.09663361908453628,True
adamw_no_decay_grad_projection,16,1,60,0.060910675674676895,0.006236426066607237,0.10238642072883117,True
adamw_no_decay_grad_projection,16,2,60,0.05953957140445709,0.005903245415538549,0.09914826855803481,True
adamw_no_decay_grad_projection,16,3,49,0.05183498561382294,0.004114793613553047,0.07938255532912436,True
adamw_no_decay_grad_projection,16,4,60,0.07623160630464554,0.010461971163749695,0.13723928526185214,True
adamw_no_decay_grad_projection,16,5,53,0.05987689271569252,0.006786176934838295,0.11333548931717427,True
adamw_no_decay_grad_projection,16,6,60,0.060498323291540146,0.006189435254782438,0.10230755032421927,True
adamw_no_decay_grad_projection,16,7,53,0.053999584168195724,0.004614465869963169,0.08545372970845042,True
adamw_no_decay_grad_projection,17,0,58,0.059288959950208664,0.005611380096524954,0.0946446033315948,True
adamw_no_decay_grad_projection,17,1,60,0.06299014389514923,0.006293463055044413,0.09991186979061893,True
adamw_no_decay_grad_projection,17,2,60,0.06295306980609894,0.006158982403576374,0.097834504694509,True
adamw_no_decay_grad_projection,17,3,49,0.05413232743740082,0.00420939177274704,0.077761145177751,True
adamw_no_decay_grad_projection,17,4,60,0.08152847737073898,0.011235525831580162,0.13781105932287216,True
adamw_no_decay_grad_projection,17,5,53,0.06190034747123718,0.006940110120922327,0.1121174662878108,True
adamw_no_decay_grad_projection,17,6,60,0.06385984271764755,0.006449916400015354,0.10100113193877205,True
adamw_no_decay_grad_projection,17,7,53,0.05603945255279541,0.004671734757721424,0.0833651034195376,True
adamw_no_decay_grad_projection,18,0,58,0.06142256036400795,0.005705489311367273,0.09288914818044047,True
adamw_no_decay_grad_projection,18,1,60,0.06549447029829025,0.006432367488741875,0.09821237517225298,True
adamw_no_decay_grad_projection,18,2,60,0.06551408022642136,0.006295946892350912,0.09610066829138969,True
adamw_no_decay_grad_projection,18,3,49,0.05647573620080948,0.004311192315071821,0.0763370715463766,True
adamw_no_decay_grad_projection,18,4,60,0.08654860407114029,0.011895224452018738,0.1374398186954441,True
adamw_no_decay_grad_projection,18,5,53,0.06467288732528687,0.007217207457870245,0.11159556587381164,True
adamw_no_decay_grad_projection,18,6,60,0.06653732806444168,0.006626320071518421,0.0995880096808398,True
adamw_no_decay_grad_projection,18,7,53,0.05858379602432251,0.004805400967597961,0.08202611120523591,True
adamw_no_decay_grad_projection,19,0,58,0.06408635526895523,0.005880465731024742,0.09175846724710843,True
adamw_no_decay_grad_projection,19,1,60,0.06823989003896713,0.006605572998523712,0.09679929136249958,True
adamw_no_decay_grad_projection,19,2,60,0.06818383932113647,0.006462751422077417,0.0947842111316725,True
adamw_no_decay_grad_projection,19,3,49,0.05872730910778046,0.004392779432237148,0.07479960343662968,True
adamw_no_decay_grad_projection,19,4,60,0.09073910117149353,0.012330973520874977,0.13589481669466838,True
adamw_no_decay_grad_projection,19,5,53,0.06652580201625824,0.007361995987594128,0.11066376900926748,True
adamw_no_decay_grad_projection,19,6,60,0.06961128115653992,0.0068461960181593895,0.09834894437103527,True
adamw_no_decay_grad_projection,19,7,53,0.06137708202004433,0.004953562747687101,0.08070704218210759,True
